sequence,period_id,period_order,period_title,date_original,battle_title,source_url,source_note,reliability,raw_text
516,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前312年,丹阳、蓝田之战,https://zh.wikipedia.org/wiki/%E4%B8%B9%E9%98%B3%E3%80%81%E8%93%9D%E7%94%B0%E4%B9%8B%E6%88%98,,未分级,前312年－ 丹阳、蓝田之战
517,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前308年,宜阳之战,https://zh.wikipedia.org/wiki/%E5%AE%9C%E9%99%BD%E4%B9%8B%E6%88%B0,,未分级,前308年－ 宜阳之战
518,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前307年,赵灭中山之战,https://zh.wikipedia.org/wiki/%E8%B6%99%E6%BB%85%E4%B8%AD%E5%B1%B1%E4%B9%8B%E6%88%B0,前296年,未分级,前307年－前296年－ 赵灭中山之战
519,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前306年,楚破越之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E7%A0%B4%E8%B6%8A,,未分级,前306年－ 楚破越之战
520,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前301年,垂沙之战,https://zh.wikipedia.org/wiki/%E5%9E%82%E6%B2%99%E4%B9%8B%E6%88%B0,,未分级,前301年－ 垂沙之战
521,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前298年,函谷关之战 (前298年),https://zh.wikipedia.org/wiki/%E5%87%BD%E8%B0%B7%E9%97%9C%E4%B9%8B%E6%88%B0_(%E5%89%8D298%E5%B9%B4),前296年,未分级,前298年－前296年－ 函谷关之战 (前298年)
522,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前293年,伊阙之战,https://zh.wikipedia.org/wiki/%E4%BC%8A%E9%97%95%E4%B9%8B%E6%88%B0,,未分级,前293年－ 伊阙之战
523,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前286年,齐灭宋之战,https://zh.wikipedia.org/wiki/%E9%BD%8A%E6%BB%85%E5%AE%8B%E4%B9%8B%E6%88%B0,,未分级,前286年－ 齐灭宋之战
524,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前284年,济西之战,https://zh.wikipedia.org/wiki/%E6%BF%9F%E8%A5%BF%E4%B9%8B%E6%88%B0,,未分级,前284年－ 济西之战
525,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前284年,即墨之战,https://zh.wikipedia.org/wiki/%E5%8D%B3%E5%A2%A8%E4%B9%8B%E6%88%B0,前279年,未分级,前284年－前279年－ 即墨之战
526,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前280年,黔中之战,https://zh.wikipedia.org/wiki/%E9%BB%94%E4%B8%AD%E4%B9%8B%E6%88%B0,,未分级,前280年－ 黔中之战
527,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前279年,鄢郢之战,https://zh.wikipedia.org/wiki/%E9%84%A2%E9%83%A2%E4%B9%8B%E6%88%B0,前278年,未分级,前279年－前278年－ 鄢郢之战
528,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前273年,华阳之战,https://zh.wikipedia.org/wiki/%E8%8F%AF%E9%99%BD%E4%B9%8B%E6%88%B0,,未分级,前273年－ 华阳之战
529,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前269年,阏与之战,https://zh.wikipedia.org/wiki/%E9%96%BC%E8%88%87%E4%B9%8B%E6%88%B0,,未分级,前269年－ 阏与之战
530,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前265年,赵破匈奴之战,https://zh.wikipedia.org/wiki/%E8%B6%99%E7%A0%B4%E5%8C%88%E5%A5%B4%E4%B9%8B%E6%88%B0,（ 赵长城 ）,未分级,前265年－ 赵破匈奴之战 （ 赵长城 ）
531,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前264年,陉城之战,https://zh.wikipedia.org/wiki/%E9%99%98%E5%9F%8E%E4%B9%8B%E6%88%B0,,未分级,前264年－ 陉城之战
532,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前260年,长平之战,https://zh.wikipedia.org/wiki/%E9%95%B7%E5%B9%B3%E4%B9%8B%E6%88%B0,（ 长平之战遗址 ）（可信）,可信,前260年－ 长平之战 （ 长平之战遗址 ）（可信）
533,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前259年,邯郸之战,https://zh.wikipedia.org/wiki/%E9%82%AF%E9%84%B2%E4%B9%8B%E6%88%B0,前257年－  （ 赵邯郸故城 ）,未分级,前259年－前257年－ 邯郸之战 （ 赵邯郸故城 ）
534,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前256年,楚灭鲁之战,https://zh.wikipedia.org/wiki/%E6%A5%9A%E6%BB%85%E9%AD%AF%E4%B9%8B%E6%88%B0,,未分级,前256年－ 楚灭鲁之战
535,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前256年,秦灭西周之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E7%81%AD%E8%A5%BF%E5%91%A8%E4%B9%8B%E6%88%98,前255年,未分级,前256年－前255年－ 秦灭西周之战
536,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前251年,鄗代之战,https://zh.wikipedia.org/wiki/%E9%84%97%E4%BB%A3%E4%B9%8B%E6%88%B0,,未分级,前251年－ 鄗代之战
537,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前249年,秦灭东周之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E7%81%AD%E4%B8%9C%E5%91%A8%E4%B9%8B%E6%88%98,,未分级,前249年－ 秦灭东周之战
538,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前247年,河外之战,https://zh.wikipedia.org/wiki/%E6%B2%B3%E5%A4%96%E4%B9%8B%E6%88%B0,,未分级,前247年－ 河外之战
539,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前241年,函谷关之战 (前241年),https://zh.wikipedia.org/wiki/%E5%87%BD%E8%B0%B7%E9%97%9C%E4%B9%8B%E6%88%B0_(%E5%89%8D241%E5%B9%B4),,未分级,前241年－ 函谷关之战 (前241年)
540,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前236年,秦统一六国之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E7%BB%9F%E4%B8%80%E5%85%AD%E5%9B%BD%E4%B9%8B%E6%88%98,前221年－  前236年－ 邺之战 (前236年) 前234年－ 秦赵平阳之战 前233年－ 肥之战 前232年－ 番吾之战 前231年－前230年－ 秦灭韩之战 前229年－前222年－ 秦灭赵之战 前227年－前222年－ 秦灭燕之战 前226年－前223年－ 秦灭楚之战 前225年－ 秦灭魏之战 前221年－ 秦灭齐之战,未分级,前236年－前221年－ 秦统一六国之战 前236年－ 邺之战 (前236年) 前234年－ 秦赵平阳之战 前233年－ 肥之战 前232年－ 番吾之战 前231年－前230年－ 秦灭韩之战 前229年－前222年－ 秦灭赵之战 前227年－前222年－ 秦灭燕之战 前226年－前223年－ 秦灭楚之战 前225年－ 秦灭魏之战 前221年－ 秦灭齐之战
541,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前236年,邺之战 (前236年),https://zh.wikipedia.org/wiki/%E9%84%B4%E4%B9%8B%E6%88%B0_(%E5%89%8D236%E5%B9%B4),,未分级,前236年－ 邺之战 (前236年)
542,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前234年,秦赵平阳之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E8%B5%B5%E5%B9%B3%E9%98%B3%E4%B9%8B%E6%88%98,,未分级,前234年－ 秦赵平阳之战
543,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前233年,肥之战,https://zh.wikipedia.org/wiki/%E8%82%A5%E4%B9%8B%E6%88%B0,,未分级,前233年－ 肥之战
544,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前232年,番吾之战,https://zh.wikipedia.org/wiki/%E7%95%AA%E5%90%BE%E4%B9%8B%E6%88%98,,未分级,前232年－ 番吾之战
545,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前231年,秦灭韩之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E6%BB%85%E9%9F%93%E4%B9%8B%E6%88%B0,前230年,未分级,前231年－前230年－ 秦灭韩之战
546,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前229年,秦灭赵之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E6%BB%85%E8%B6%99%E4%B9%8B%E6%88%B0,前222年,未分级,前229年－前222年－ 秦灭赵之战
547,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前227年,秦灭燕之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E6%BB%85%E7%87%95%E4%B9%8B%E6%88%B0,前222年,未分级,前227年－前222年－ 秦灭燕之战
548,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前226年,秦灭楚之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E6%BB%85%E6%A5%9A%E4%B9%8B%E6%88%B0,前223年,未分级,前226年－前223年－ 秦灭楚之战
549,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前225年,秦灭魏之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E6%BB%85%E9%AD%8F%E4%B9%8B%E6%88%B0,,未分级,前225年－ 秦灭魏之战
550,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前221年,秦灭齐之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E6%BB%85%E9%BD%8A%E4%B9%8B%E6%88%B0,,未分级,前221年－ 秦灭齐之战
551,warring_states_qin,5,战国时期（前475年－前221年）－秦朝（前221年－前207年）,前214年,秦蒙恬攻匈奴之战,https://zh.wikipedia.org/wiki/%E7%A7%A6%E8%92%99%E6%81%AC%E6%94%BB%E5%8C%88%E5%A5%B4%E4%B9%8B%E6%88%98,前213年－  （ 秦长城 ）,未分级,前214年－前213年－ 秦蒙恬攻匈奴之战 （ 秦长城 ）
